"CaseID","weight1","weight2","weight3","sflag","D1","D2","D3","D4A","D4B","D4C","D4E","D5","D7","D8A","S2","D6","R0","R1_a","R1_b","R1_c","R1_d","R1_e","R1_f","R1_g","R1_h","R1_Refused","R3","R7","H0_a","H0_b","H0_c","H0_d","H0_e","H0_f","H0_g","H0_Refused","H1","H4","H5","H7_a","H7_b","H7_c","H7_d","H7_e","H7_f","H7_Refused","M0","M2","M3","M4","L0","L1_a","L1_b","L1_c","L1_d","L1_e","L1_f","L1_Refused","A0","A0A_a","A0A_b","A0A_c","A0A_d","A0A_e","A0A_f","A0A_g","A0A_h","A0A_Refused","A0B","A1A","A1B","A1C","A2A","A4","C1","C2A","C3","C4A","C4B","C4C","C4D","ED0","ED1","ED3","ED4","ED5","ED6A_a","ED6A_b","ED6A_c","ED6A_d","ED6A_e","ED6A_f","ED8","ED9","ED10","ED11A_a","ED11A_b","ED11A_c","ED11A_d","ED11A_e","ED11A_f","ED12","ED13_a","ED13_b","ED13_c","ED13_d","ED13_e","ED13_f","ED13_g","ED13_Refused","ED14_a","ED14_b","ED14_c","ED14_d","ED14_e","ED14_f","ED14_g","ED14_h","ED14_Refused","ED15","ED16","S7_a","S7_b","S7_c","T0_A1","T0_B1","T0_C1","T0_D1","T0_1_Refused","T0_A2","T0_B2","T0_C2","T0_D2","T0_2_Refused","T0_A3","T0_B3","T0_C3","T0_D3","T0_3_Refused","T1_A1","T1_A2","T1_A3","T1_B1","T1_B2","T1_B3","T1_C1","T1_C2","T1_C3","T1_D1","T1_D2","T1_D3","T1_E1","T1_E2","T1_E3","T2","T2B_1","T2B_2","T2B_3","T2B_4","T2B_5","T2B_6","T5","T7","E1_a","E1_b","E1_c","E1_d","E1_e","E1_f","E2","E4_a","E4_b","E4_c","E4_d","E4_e","E4_f","E4_g","E4_h","E4_i","B2","DOV_B3B4","B3","B4","B5","B6","B7","K0","K1","K1B","K2_b","K2_c","K2_d","K2_e","K2_f","K2_g","K2_h","K2A","K2B","K2C","K14_a","K14_b","K14_c","K14_d","K14_e","K14_f","K14_g","K14_h","K14_Refused","K16","K17","K18","K3_a","K3_b","K3_c","K3_d","K3_e","K3_f","K3_g","K3_h","K3_i","K3_j","K3_k","K3_l","K5A","K8A","K9_a","K9_b","K9_c","K9_d","K9_e","K9_f","K10_a","K10_b","K10_c","K10_d","K10_e","K10_f","K10_g","K10_h","K10_i","K10_j","K10_k","X1","X2_a","X2_b","X2_c","X2_d","X2_e","X2_f","X2_g","X2_h","X2_i","X2_j","X2_Refused","X9","X10","I1","I2","I2A","I3_a","I3_b","I3_c","I3_d","I3_e","I3_f","I3_g","I3_h","I3_i","I3_j","I3_k","I3_Refused","I7","E1B","E1A","E3A_a","E3A_b","E3A_c","E3A_d","E3A_e","E3A_f","E3A_g","E3A_h","E3A_i","E3A_Refused","E3B","ppcmdate","ppage","ppagecat","ppagect4","ppethm","ppgender","pphhhead","pphhsize","pphouse","ppincimp","ppmarit","ppmsacat","ppreg9","pprent","ppstaten","PPT01","PPT25","PPT612","PPT1317","PPT18OV","ppwork","ppnet","sector","control","ppcm0160","ind2","T2B_Refused","T2B_total","S7_total","E1_total","avoidtreatment","insurance","ppreg4"
1152,0.4494,0.3615,0.1863,2,1,7,,,,,,8,1,0,1,2012,,,,,,,,,,,,,0,0,0,0,1,1,0,0,3,1,2,0,0,0,0,0,1,0,0,,,,,,,,,,,,0,,,,,,,,,,1,,,,2,3,1,0,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,,,,,,,,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,4,2,4,5,1,8,999,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,2,0,1,0,0,0,0,1,0,0,0,0,0,1,20140504,50,4,3,4,2,1,3,1,10,1,0,8,1,84,0,0,0,0,3,6,1,,,,,0,0,0,1,1,0,4
1153,2.245,1.7984,2.6302,2,1,1,1,,,3,1,1,1,0,1,2012,,,,,,,,,,,,,0,0,1,1,1,1,0,0,3,4,3,1,0,0,0,0,0,0,1,0,2,1375,,,,,,,,,1,0,0,0,0,1,0,0,0,0,,0,0,0,,1,5,1,1,,,,,6,9,,,,,,,,,,2003,2005,1,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,2,3,1,1,999,1,0,0,0,0,1,0,0,0,0,,,,,,18000,19000,,214,285,,3,3,,0,0,,0,0,,,0,0,35000,0,0,0,1,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,4,5,4,4,3,2,5,67,1,0,1,1,1,0,0,2,2,,,,,,,,,,,7,3,3,8,8,8,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,3,4,0,0,0,1,0,1,1,1,0,0,0,0,2,1,,1,0,0,0,0,0,0,0,0,0,,20140509,30,2,2,1,2,1,2,1,16,1,1,4,1,41,0,0,0,0,2,1,1,1,1,12,622000,0,35000,1,2,0,1,2
1154,0.1963,0.1536,0.1918,2,1,8,,,3,,,,1,0,1,1985,,,,,,,,,,,,,0,0,0,0,0,1,0,0,3,3,3,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,1,5,1,1,,,,,3,10,1985,1990,3,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,2,2,0,3,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,3,5,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,3,1,,1,0,1,0,0,0,0,0,0,0,,20140505,61,5,4,1,1,1,1,1,12,3,1,7,1,74,0,0,0,0,1,5,1,,,,,0,0,0,2,0,1,3
1155,0.1894,0.1485,0.1761,2,1,8,,,3,,,9,1,0,1,1976,,,,,,,,,,,,,1,0,0,0,1,1,0,0,2,3,3,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,1,5,1,1,,,,,6,4,,,,,,,,,,1966,1970,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,4,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,2000,0,0,0,1,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,1,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,,,,,,,,,,,,,0,2,,,,,,,,,,,,,,,2,1,,0,0,1,0,0,0,0,0,0,0,,20140512,66,6,4,1,2,1,2,1,15,1,1,3,1,31,0,0,0,0,2,5,1,2,2,,,0,2000,0,2,0,1,2
1161,0.6085,0.4807,0.7298,2,1,1,2,,,3,1,1,1,0,1,2010,,,,,,,,,,,,,0,0,1,0,1,1,0,0,3,3,3,1,0,0,0,0,0,0,1,0,1,1500,,,,,,,,,1,0,0,1,0,0,0,0,0,0,,0,0,0,,1,4,1,1,,,,,5,11,,,,,,,,,,1989,1991,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,2,5,0,1,0,,,,,,1,0,0,0,0,,,,,,,5000,,,0,,,3,,,0,,,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,3,4,2,3,4,4,1,,0,0,0,1,0,0,0,,,,0,0,1,0,0,0,0,0,0,,888,4,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,,20140514,43,3,2,1,2,1,4,1,11,1,1,4,1,47,0,0,1,1,2,1,1,4,1,29,611000,0,0,1,0,0,1,2
1163,0.4632,0.3686,0.4307,2,1,1,1,,,3,1,1,1,0,1,2001,,,,,,,,,,,,,1,0,1,1,0,1,0,0,3,4,3,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,1,5,1,1,,,,,6,8,,,,,,,,,,1970,1974,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,2,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,4,4,4,4,2,5,6,65,1,0,1,1,0,0,0,4,,1,,,,,,,,,,20,4,1,1,0,0,0,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,1,40,5,0,1,1,0,0,0,0,1,0,1,0,0,2,1,,1,0,0,0,0,0,0,0,0,0,,20140503,62,5,4,1,1,1,2,2,19,1,1,8,1,86,0,0,0,0,2,1,1,1,1,2,335000,0,0,0,2,0,1,4
1164,0.5625,0.4428,0.7253,2,1,5,,,,,,1,1,0,1,1979,,,,,,,,,,,,,0,1,0,1,1,1,0,0,2,3,3,,,,,,,,1,0,2,888888,,,,,,,,,0,,,,,,,,,,0,,,,,2,4,1,0,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,3,4,3,4,4,2,4,999,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,3,20,2,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,5,20140426,57,5,3,1,2,1,2,1,13,1,1,3,1,33,0,0,0,0,2,7,1,,,,,0,0,0,0,0,1,2
1165,0.6357,0.5085,0.6256,2,1,1,1,,,3,2,1,1,0,1,2004,,,,,,,,,,,,,1,1,1,0,1,1,0,0,3,4,3,,,,,,,,1,0,1,1400,,,,,,,,,0,,,,,,,,,,0,,,,,1,5,1,1,,,,,6,9,,,,,,,,,,1999,2002,1,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,6,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5000,0,0,0,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,4,5,4,5,4,5,5,70,1,0,1,1,1,0,0,3,,5,,,,,,,,,,7,3,2,1,1,8,0,1,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,2,15,5,0,1,1,0,1,0,1,0,0,1,0,0,2,1,,1,0,0,0,0,0,0,0,0,0,,20140502,36,3,2,3,1,1,4,1,16,1,1,9,1,93,0,1,1,0,2,1,1,1,1,13,622000,0,5000,0,2,0,1,4
1168,0.9951,0.7906,0.409,2,1,1,1,,,2,1,,1,0,2,,2,1,1,0,0,0,1,0,0,0,405,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,1,3,1,0,1,0,0,0,4,12,1979,1981,3,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,3,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,1,3,3,3,3,3,3,4,999,1,-1,1,-1,-1,-1,-1,,,,,,,,,,,,,5,3,3,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,3,5,2,0,1,0,0,0,1,1,1,0,0,0,0,2,0,1,0,1,1,1,0,0,0,0,0,0,3,20140501,64,5,4,1,1,1,1,3,6,3,0,3,2,31,0,0,0,0,1,1,0,,,19,519000,1,,0,1,0,1,2
1170,3.2147,2.5951,3.8155,2,4,6,,3,,,,,1,1,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1994,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,0,0,0,,3,3,0,,,,,,3,2,2012,1,2,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,6,6,1,3,999,1,0,0,0,0,,,,,,,,,,,10000,,,0,,,3,,,0,,,0,,,,0,0,10000,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,3,3,3,2,3,1,2,999,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,1,8,8,1,1,1,1,8,8,8,8,8,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,3,0,1,0,0,0,0,1,0,0,0,0,0,2,20140414,20,1,1,1,2,0,6,1,17,5,1,6,1,63,0,0,1,1,4,1,1,1,1,16,722000,0,10000,1,1,0,1,3
1171,1.5286,1.2214,1.8165,2,5,1,1,,,3,2,,1,0,2,,3,0,1,1,1,1,0,0,0,0,130,9,,,,,,,,,,,,,,,,,,,,,,,1991,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,0,1,0,,3,3,1,0,0,1,0,0,3,9,2012,1,1,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,2,1,3,0,1,0,0,0,0,,,,,,,,,,,12000,,,90,,,-1,,,0,,,0,,,,0,0,12000,0,0,0,1,,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,5,5,4,5,3,5,6,999,1,1,0,0,0,0,0,,,,,,,,,,,,,26,26,1,1,0,0,1,1,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,3,50,5,0,1,0,0,0,1,1,1,0,0,0,0,3,1,,0,1,0,0,0,0,0,0,0,0,5,20140502,23,1,1,1,2,1,2,1,11,5,1,5,1,59,0,0,0,0,2,1,1,4,1,22,624000,0,12000,1,2,1,1,3
1175,0.3941,0.309,0.4564,2,1,1,1,,,3,1,6,1,0,1,2012,,,,,,,,,,,,,0,0,0,1,1,1,0,0,3,3,3,1,0,0,0,0,0,0,1,0,1,740,,,,,,,,,0,,,,,,,,,,0,,,,,1,4,1,1,,,,,6,1,,,,,,,,,,1992,1997,2,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,3,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3,2,2,3,2,2,2,2,7,888,0,0,0,1,0,0,0,,,,1,0,1,0,0,0,1,0,0,,,3,0,1,1,0,0,8,1,1,8,1,0,8,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,3,0,,,,,,,,,,,,,,3,1,,1,0,1,0,0,0,0,0,0,0,,20140510,41,3,2,1,1,1,4,1,12,1,0,6,1,61,0,1,1,0,2,1,1,2,2,8,813100,0,0,0,2,1,1,3
1176,0.6642,0.5272,0.8683,2,4,1,1,,,3,2,9,1,0,1,2001,,,,,,,,,,,,,0,0,0,0,0,0,1,0,2,3,4,,,,,,,,1,0,2,2800,-1,0,1,0,0,0,1,0,0,,,,,,,,,,0,,,,,1,4,1,0,1,1,1,1,7,5,,,,,,,,,,1988,1990,1,1,-1,-1,-1,-1,1,2,,,,,,,,,,,,,,,,,,3,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,3,4,2,2,2,5,7,999,1,0,1,0,1,0,0,,,,,,,,,,,,,15,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,3,15,4,0,1,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,,20140508,52,4,3,1,2,1,2,1,16,1,0,5,1,58,0,0,0,0,2,1,1,2,2,3,541600,0,0,0,1,0,1,3
1179,0.5629,0.4403,0.5425,2,1,8,,,3,,,9,1,0,1,2000,,,,,,,,,,,,,0,0,1,0,0,0,0,0,2,3,3,,,,,,,,1,0,2,5000,,,,,,,,,0,,,,,,,,,,0,,,,,3,2,0,,,,,,3,1,2010,2014,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,3,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,3200,0,0,0,3600,1,,0,0,0,0,0,0,0,1,1,1,-1,-1,-1,-1,-1,-1,1,1,2,4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,,,,,,,,,,,,,,,2,1,,0,0,1,0,0,0,0,0,0,0,,20140509,64,5,4,1,2,1,7,1,13,1,1,8,1,84,0,2,1,1,3,6,1,2,2,,,0,6800,0,2,0,1,4
1180,1.5681,1.2903,1.8186,2,4,1,2,,,3,2,-1,1,0,2,,3,0,0,0,1,1,0,0,0,0,888888,3,,,,,,,,,,,,,,,,,,,,,,,-1,0,0,0,0,0,1,0,0,,,,,,,,,,0,,,,,3,1,0,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,0,0,,,,,,,,,,7,1,0,0,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,4,3,1,1,,0,0,0,0,0,0,0,,,,0,0,1,0,0,0,0,0,0,,888,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,-1,0,,,,,,,,,,,,,,3,0,0,0,0,0,0,1,0,0,1,0,0,1,20140502,52,4,3,4,1,1,4,3,13,1,1,9,2,93,1,1,0,0,2,1,1,,,25,236000,0,0,0,0,0,1,4
1181,0.3595,0.2772,0.1353,2,1,1,2,,,3,2,,1,0,2,,3,1,0,0,0,1,0,0,0,0,888888,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,3,8,0,,,,,,5,9,,,,,,,,,,1998,2001,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2,8,1,3,0,1,0,0,0,0,,,,,,,,,,,9000,,,0,,,8,,,1,,,0,,,,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3,2,3,3,4,1,2,999,0,0,0,0,0,0,0,,,,0,0,0,0,1,0,0,0,0,,888,,1,8,8,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,1,0,0,1,20140430,38,3,2,2,2,1,2,3,1,5,1,7,2,74,0,0,1,0,1,1,1,4,1,16,722000,0,0,1,0,0,1,3
1182,0.6981,0.5573,0.6819,2,1,8,,,3,,,,1,0,1,2004,,,,,,,,,,,,,0,0,1,0,1,0,0,0,3,4,3,,,,,,,,1,0,4,1256,,,,,,,,,0,,,,,,,,,,0,,,,,1,5,1,1,,,,,5,12,,,,,,,,,,1970,1976,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,6,2,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,2,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,2,1,,1,0,0,0,0,0,0,0,0,0,,20140515,70,6,4,1,1,1,1,1,16,2,0,9,1,91,0,0,0,0,1,5,1,4,1,,,0,0,0,2,0,1,4
1184,0.561,0.4421,0.6555,2,4,1,1,,,3,1,1,1,0,2,,3,0,1,0,1,1,1,0,0,0,795,2,,,,,,,,,,,,,,,,,,,,,,,2011,1,0,0,1,0,0,0,0,,,,,,,,,,0,,,,,3,2,1,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,0,0,,,,,,,,,,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,2,3,2,3,2,4,4,6,999,1,0,0,0,0,0,0,,,,,,,,,,,,,10,888,3,1,8,8,0,1,0,8,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,3,10,2,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,2,20140512,48,4,3,1,1,1,6,3,13,6,1,8,2,88,0,0,1,2,3,1,1,,,15,813400,0,0,0,0,1,1,4
1186,1.3577,1.0759,1.6684,2,6,6,,3,,,,,1,0,2,,4,0,0,0,1,0,0,0,0,0,369,9,,,,,,,,,,,,,,,,,,,,,,,2012,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,,0,1,0,,8,4,1,1,,,,,3,6,2012,1,3,1,1,1,0,1,1,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,6,6,1,3,999,1,0,0,0,0,,,,,,,,,,,25000,,,999,,,1,,,0,,,0,,,,0,0,25000,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,2,2,2,2,1,7,999,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,1,1,1,8,1,1,1,1,8,8,8,8,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,2,3,2,1,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,20140503,21,1,1,1,1,0,4,1,13,5,1,5,1,59,0,0,0,0,4,4,1,1,1,,,0,25000,1,0,0,1,3
1187,1.9775,1.5632,2.3447,2,1,5,,,,,,1,1,0,1,2006,,,,,,,,,,,,,0,0,1,0,0,1,0,0,1,1,3,0,1,0,0,0,0,0,1,0,5,1600,,,,,,,,,1,0,0,0,0,0,0,0,1,0,,0,0,0,,1,3,1,0,1,0,0,0,5,2,,,,,,,,,,1989,1995,5,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,6,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,6000,0,0,0,0,1,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,3,4,3,4,2,2,7,888,1,0,0,0,0,0,0,,,,,,,,,,,,,,,3,1,1,0,8,8,8,0,0,0,8,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,5,1,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,3,20140627,48,4,3,1,2,0,2,1,16,1,1,8,1,85,0,0,0,0,2,4,1,4,1,,,0,6000,0,0,1,1,4
1189,1.5347,1.2299,1.3861,2,1,8,,,3,,,9,1,0,1,2010,,,,,,,,,,,,,0,0,0,0,1,0,0,0,3,5,3,1,0,0,0,0,0,0,1,0,1,1785,,,,,,,,,0,,,,,,,,,,0,,,,,1,5,1,1,,,,,6,7,,,,,,,,,,-1,1988,2,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,1,3,3,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,2,1,,0,0,1,0,0,0,0,0,0,0,,20140505,71,6,4,3,2,1,2,1,16,1,1,9,1,93,0,0,0,0,2,5,1,,,,,0,0,0,2,0,1,4
1190,1.4772,1.1795,1.6379,2,1,5,,,,,,1,1,0,1,2007,,,,,,,,,,,,,0,0,0,0,0,1,0,0,8,8,3,0,0,0,0,0,0,1,-1,,,,,,,,,,,,-1,,,,,,,,,,,-1,-1,-1,,-1,-1,-1,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,0,0,0,0,0,0,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,-1,-1,-1,,,,,,,,,,,,,,-1,-1,,0,0,0,0,0,0,0,0,0,1,,20140507,31,2,2,3,2,1,3,3,15,1,1,3,1,33,0,1,0,0,2,7,1,,,,,0,0,0,-1,-1,-1,2
1192,0.7706,0.6154,0.349,2,1,5,,,,,,1,1,0,2,,3,0,0,1,0,1,0,0,0,0,1130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,1,0,0,,0,0,0,,8,3,1,0,1,1,0,0,6,2,,,,,,,,,,1986,1991,3,0,1,1,0,1,1,,,,,,,,,,,,,,,,,,,5,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,3,2,2,1,2,1,1,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,,,,,,,,,,,,,,1,0,0,0,1,0,0,1,0,1,0,0,0,1,20140426,45,4,3,4,2,1,3,3,8,6,1,9,2,93,0,0,0,1,2,7,1,1,1,,,0,0,0,0,1,1,4
1193,3.4457,2.7521,3.9194,2,1,1,3,,,3,,1,1,0,2,,2,0,1,0,0,0,1,0,0,0,1400,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,1,4,1,1,,,,,3,12,1982,1985,3,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,8,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,3,4,3,4,5,3,7,999,1,0,0,1,0,0,0,,,,,,,,,,,,,,,2,1,1,1,0,1,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,1,5,3,0,0,0,0,0,0,0,1,0,0,0,0,3,1,,1,0,0,0,0,0,0,0,0,0,,20140503,52,4,3,3,2,1,3,3,16,1,1,9,2,93,0,0,0,0,3,2,1,,,,,0,0,0,2,0,1,4
