CaseID,weight_orig,XYEAR,D0,D1,DOV_LIVARR,D2,D3,D4A,D4B,D4C,D5,S1A,S1B,S2,S3,S4,S5,S4A,S5A,S7_a,S7_b,S7_c,S7_d,DOV_SDEBT1,DOV_SDEBT2,DOV_SDEBT3,DOV_SDEBT4,S11,S12,S13A,S13B,S14_a,S14_b,S15,R1_a,R1_b,R1_c,R1_d,R1_e,R1_f,R1_g,R1_h,R1_Refused,R2,R3A,H0,H1,H4,H5,H6,L1,L2,L1A,L2A,L3,A1A_a,A1A_b,A1A_c,A1B_a,A1B_b,A1B_c,A3,A4,A5,A6,A7,C1,C2_a,C2_b,C3,C4_a,C4_b,C4_c,C4_d,T1_A1,T1_A2,T1_A3,T1_A4,T1_B1,T1_C1,T1_D1,T1_E1,T1_B2,T1_C2,T1_D2,T1_E2,T1_B3,T1_C3,T1_D3,T1_E3,T1_B4,T1_C4,T1_D4,T1_E4,T1A_F1,T1A_F2,T1A_F3,T1A_F4,T1A_G1,T1A_G2,T1A_G3,T1A_G4,T2,T3,T4,T6,T7,T8,E1_a,E1_b,E1_c,E1_d,E1_e,E1_f,E2,E3,E4_a,E4_b,E4_c,E4_d,E4_e,E4_f,E4_g,E4_h,B1_a,B1_b,B2,B3,K0,K1,K2_a,K2_b,K2_c,K2_d,K2_e,K2_f,K2_g,K2_h,K2_Refused,K3_a,K3_b,K3_c,K3_d,K3_e,K3_f,K3_g,K3_h,K3_i,K3_j,K3_k,K3_l,K3_Refused,K4,K5,K6,K7,K8,K9_a,K9_b,K9_c,K9_d,K9_e,K10_a,K10_b,K10_c,K10_d,K10_e,K10_f,K10_g,K10_h,K10_i,K10_j,K10_k,K10_Refused,K11,K12,K13,X1,X2_a,X2_b,X2_c,X2_d,X2_e,X2_f,X2_g,X2_h,X2_i,X2_j,X2_k,X2_Refused,X3,X4_a,X4_b,X4_c,X4_d,X4_e,X4_f,X4_Refused,X5,X6_a,X6_b,X6_c,X6_d,X6_e,X6_f,X6_g,X6_Refused,X7,X8,X9,X10,Y1,Y2,DOV_Y3_Y4,Y3_a,Y3_b,Y3_c,Y3_d,Y3_e,Y3_Refused,Y4_a,Y4_b,Y4_c,Y4_d,Y4_e,Y4_Refused,I1,I2,I3_a,I3_b,I3_c,I3_d,I3_e,I3_f,I3_g,I3_h,I3_i,I3_j,I3_k,I3_Refused,I4,I4A,I5,I6,I6A,I7,I8_a,I8_b,I8_c,I9,I10_a,I10_b,I10_c,I10_d,I10_e,I10_f,I10_g,I10_Refused,DOV_E1A_E1B,E1A,E1B,E3B_a,E3B_b,E3B_c,E3B_d,E3B_e,E3B_f,E3B_g,E3B_h,E3B_i,E3B_Refused,E4B,G1,G2,G3,P3,P4,P5,P6,P7,P8,PPAGE,PPAGECAT,PPAGECT4,PPEDUC,PPEDUCAT,PPETHM,PPGENDER,PPHHHEAD,PPHHSIZE,PPHOUSE,PPINCIMP,PPMARIT,PPMSACAT,PPREG4,PPREG9,PPRENT,PPSTATEN,PPT01,PPT25,PPT612,PPT1317,PPT18OV,PPWORK,PPNET,sector,control,weight,totalstudentloan,A1a,A1b,A1c,normincome,normalincome,income,insurance,avoidtreatment,T6a,studentloans
2213,1.0282,1982,1,2,1,1,1,,,,3,1,,1,,1,0,,,0,0,0,0,0,0,0,0,2,1,,4,0,0,1,,,,,,,,,,,,2008,2,3,2,1,,,,,,0,0,0,,,,1,1,,1,,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,5,4,2,2,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,8,3,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,,,,,,,,,,,,,,2,8,0,0,1,0,0,0,1,1,0,0,0,0,70000,,1,95000,,2,0,1000,0,1,,,,,,,,,1,1,,0,0,1,0,0,0,0,0,0,0,1,,,5,1,2,,1,,,31,2,2,12,4,1,1,1,3,1,14,1,0,3,6,1,61,0,1,0,0,2,1,1,,,1.0277,0,0,0,0,95000,6,5,1,1,,0
938,.6932,1944,1,2,1,8,,,3,,8,1,,1,,0,,,,0,0,0,0,0,0,0,0,8,0,66,,1,0,0,,,,,,,,,,,,1967,1,3,3,,,,,,,,,0,,,,0,1,,1,,5,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,5,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,-1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,9,5,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,50000,,2,,,2,0,1000,0,1,,,,,,,,,1,1,,1,0,1,0,0,0,0,0,0,0,1,1,1,,3,1,1,,,2,68,6,4,12,4,1,2,1,2,1,12,1,1,2,3,1,33,0,0,0,0,2,5,1,,,.5807,0,,,0,50000,5,5,1,0,,0
3606,1.8639,1970,1,2,1,1,1,,,,1,1,,1,,1,0,,,0,0,1,0,0,0,1,0,5,0,,2,1,0,1,,,,,,,,,,,,2010,,4,3,,,,,,,,,0,,,,1,2,3,1,,4,0,1,1,,,,,,,1,,,,,,,,,,1,0,0,0,,,,,,,20000,,,,1000,,,,,,,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,5,5,3,4,2,6,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,9,8,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,,,,,,,,,1,0,0,0,2,2,,,,,,,,,,,,,,1,30,1,1,1,0,0,1,0,0,0,0,0,0,200000,,1,250000,,3,400,400,200,1,,,,,,,,,2,,1,1,0,0,0,0,0,0,0,0,0,1,1,1,3,3,1,2,,,,42,3,2,13,4,3,1,1,4,1,19,1,1,3,5,1,54,0,0,1,1,2,1,1,,,2.2392,20000,,,0,250000,10,9,1,0,,1
1462,.5635,1952,3,1,,1,1,,,,,,1,1,,,,0,,0,999,0,0,0,0,0,0,4,1,,4,0,0,0,,,,,,,,,,,,1983,2,3,3,,,,,,,,,,0,0,0,0,1,,1,,5,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,5,5,3,3,3,8,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,5,4,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,1,1,0,0,2,4,,,,,,,,,,,,,,1,30,0,1,0,0,0,0,1,1,1,0,1,0,50000,,1,70000,,2,0,1000,0,1,,,,,,,,,2,,1,1,0,0,0,0,0,0,0,0,0,1,,,,3,1,2,,,,61,5,4,12,4,1,1,1,1,1,13,3,1,3,7,1,74,0,0,0,0,1,1,0,,,.5857,0,0,0,0,70000,5,5,1,1,,0
1591,1.9769,1958,2,5,4,7,,,,,7,1,,1,,0,,,,0,0,0,0,0,0,0,0,0,1,,1,1,0,0,,,,,,,,,,,,2007,3,3,3,,,,,,,0,0,0,,,,0,3,2,3,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,3,3,1,4,2,8,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,7,8,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,,,,,,,,,1,3,1,1,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,14000,,2,,,2,300,0,700,1,,,,,,,,,1,0,,0,0,0,0,1,0,1,1,0,0,0,1,1,,4,1,1,,,1,54,4,3,9,2,1,2,1,2,1,5,3,0,2,4,1,42,0,0,0,0,2,6,0,,,2.057,0,0,0,0,14000,2,2,1,1,,0
182,.6894,1957,1,2,1,1,3,,,3,1,1,,1,,1,0,,,0,0,0,0,0,0,0,0,0,0,,7,1,0,0,,,,,,,,,,,,1993,3,3,3,,,,,,,,,0,,,,0,3,4,3,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,3,3,1,1,3,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,8,,,6,0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,,,,,,,,,1,3,1,0,3,3,2,,,,,,,0,0,0,1,0,0,3,0,,,,,,,,,,,,,0,,1,0,,1,500,500,0,3,0,1,0,0,0,0,0,0,2,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,,4,1,1,,,1,55,5,3,11,3,1,2,1,4,1,14,1,1,3,6,3,61,0,0,0,1,3,2,1,,,.6735,0,,,0,0,1,1,0,1,,0
2541,1.0758,1927,1,2,1,8,,,3,,8,1,,1,,0,,,,0,0,0,0,0,0,0,0,2,0,54,,1,0,1,,,,,,,,,,,,1970,2,4,3,,,,,,,,,0,,,,0,1,,1,,5,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,5,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,0,0,1,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,80000,,2,,,2,0,1000,0,2,0,0,0,0,0,0,1,0,2,,1,1,0,0,0,0,0,0,0,0,0,0,1,1,5,3,1,1,,,2,85,7,4,12,4,1,1,1,2,1,14,1,1,2,3,1,32,0,0,0,0,2,5,0,,,1.1618,0,,,0,80000,6,6,1,0,,0
1160,.6366000000000001,1958,1,2,1,1,3,,,3,1,1,,1,,0,,,,0,0,0,0,0,0,0,0,2,0,,4,1,0,0,,,,,,,,,,,,1997,1,3,3,,,,,,,,,0,,,,0,3,4,3,,3,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,5,5,2,3,0,,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,,,,,,,,,0,,1,0,1,1,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,29000,,2,,,2,1000,0,0,1,,,,,,,,,2,,0,1,0,0,0,0,0,0,0,0,0,1,1,1,,4,1,1,,,1,54,4,3,10,3,1,2,1,2,1,8,1,0,2,3,1,35,0,0,0,0,2,2,1,,,.4807,0,,,0,29000,4,4,1,1,,0
1384,1.1611,1955,5,1,,1,1,,,,,,1,1,,,,0,,999,999,999,999,0,0,0,0,1,1,,9,0,0,0,,,,,,,,,,,,2000,8,3,3,,,,,,,,,,0,0,0,0,3,1,8,,3,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,5,1,2,2,7,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,,,,,,,,,1,1,0,1,3,3,2,,,,,,,1,1,1,1,0,0,2,40,0,1,0,1,0,0,1,1,1,0,0,0,2100,,2,,,1,0,1000,0,2,0,0,0,1,0,0,0,0,2,,0,0,0,1,1,0,0,0,0,0,0,1,,,,4,1,1,,,1,58,5,3,9,2,1,2,1,1,1,7,5,1,2,4,1,41,0,0,0,0,1,1,0,,,1.1393,0,0,0,0,2100,1,1,0,1,,0
3057,1.0038,1932,4,5,4,8,,,3,,,,1,1,,,,0,,999,999,999,999,0,0,0,0,3,0,64,,1,0,1,,,,,,,,,,,,1977,3,4,3,,,,,,,,,,,,0,0,2,1,2,,4,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3,1,0,1,0,-1,-1,0,0,5,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,,,10,0,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,,,,,,,,,1,0,0,1,,,,,,,,,,,,,,,,2,2,0,1,0,0,0,0,1,0,0,1,1,0,90000,,2,,,2,900,100,0,2,0,0,0,0,0,1,0,0,2,,1,1,0,1,0,0,0,0,0,0,0,1,2,2,5,3,1,1,,,2,81,7,4,13,4,1,1,1,2,1,15,2,1,4,9,1,93,0,0,0,0,2,5,0,,,1.1015,0,,,0,90000,6,6,1,0,,0
2192,.769,1961,3,1,,1,1,,,,,,1,1,,,,0,,0,0,0,0,0,0,0,0,1,0,,7,0,0,1,,,,,,,,,,,,1987,2,3,3,,,,,,,,,,,,0,0,2,1,2,,4,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,5,3,2,2,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,5,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,,,,,,,,,1,0,0,1,1,2,,,,,,,,,,,,,,1,10,0,0,0,0,0,0,1,1,0,1,0,0,35000,,2,,,2,0,200,800,1,,,,,,,,,2,,1,0,0,1,0,0,0,0,0,0,0,1,,,5,4,1,1,,,1,52,4,3,10,3,1,1,1,1,1,10,3,0,3,6,1,62,0,0,0,0,1,1,0,,,.7327,0,,,0,35000,4,4,0,0,,0
2690,.5015,1970,1,2,1,1,3,,,3,1,1,,1,,1,1,,,0,0,0,0,0,0,0,0,10,0,,7,1,1,1,,,,,,,,,,,,1999,3,3,3,,,,,,,,,0,,,,0,1,,1,,5,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,5,5,4,4,2,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,2,0,0,9,9,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,,,,,,,,,1,0,0,0,2,1,,,,,,,,,,,,,,1,5,1,1,0,0,0,0,0,0,0,0,0,0,145000,,1,160000,,1,1000,0,0,1,,,,,,,,,2,,1,0,0,0,0,0,0,0,0,1,0,1,1,1,5,3,2,,2,1,,43,3,2,10,3,1,2,1,4,1,17,1,1,3,6,1,61,0,0,2,0,2,2,1,,,.6687,0,,,0,160000,8,7,1,0,,0
3368,3.1741,1994,5,2,1,3,,,,,,,1,-1,,,,,,999,999,999,999,0,0,0,0,0,0,,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,1,8,,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,5,3,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,8,,0,0,8,8,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,65000,,2,,,2,0,0,1000,2,0,0,0,0,0,0,1,0,2,,0,0,0,0,0,1,0,0,0,0,0,0,,,,3,1,1,,,1,18,1,1,8,1,1,1,0,4,1,13,5,1,1,2,1,23,0,1,0,0,3,7,1,,,3.2851,0,,,0,65000,5,5,1,0,,0
1138,1.2501,1952,1,2,1,8,,,3,,1,0,,2,0,,,,,0,0,0,0,0,0,0,0,0,0,61,,0,0,0,0,0,0,0,1,0,0,1,0,0,765,,,,,,,,,,,,,0,,,,0,2,3,2,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,10,9,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,,,,,,,,,0,,0,1,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,40000,,2,,,3,500,500,0,1,,,,,,,,,2,,0,0,0,1,0,0,0,0,0,0,0,,,,,3,1,1,,,2,61,5,4,13,4,2,1,1,3,1,5,1,1,2,4,2,43,0,0,1,0,2,1,1,,,.9115,0,,,0,40000,4,4,1,1,,0
4225,1.6691,1944,1,2,1,8,,,3,,8,1,,1,,1,0,,,0,0,0,0,0,0,0,0,0,0,65,,1,1,0,,,,,,,,,,,,,3,3,3,,,,,,,,,0,,,,0,2,1,8,,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,10,8,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,1,0,0,,,,,,,,,,,,,,,,1,10,0,0,0,0,0,0,1,0,0,0,0,0,,5,2,,,2,200,500,300,1,,,,,,,,,2,,0,0,0,1,0,0,0,0,0,0,0,1,2,2,,4,1,1,,,-1,69,6,4,9,2,1,2,1,4,1,10,1,1,1,2,1,23,0,0,1,0,3,5,0,,,1.6439,0,,,0,,5,5,1,0,,0
219,.3663,1951,3,1,,1,1,,,,,,1,2,0,,,,,0,0,0,0,0,0,0,0,0,0,,3,0,0,1,0,0,0,1,1,0,0,0,0,2,600,,,,,,,,,,,,,,,,0,0,3,1,3,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,5,5,2,2,3,2,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,8,0,1,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,,,,,,,,,0,,0,0,3,3,2,,,,,,,0,0,1,1,0,0,2,6,0,1,0,0,0,0,0,0,0,0,0,0,26000,,2,,,2,200,0,800,1,,,,,,,,,2,,0,0,0,1,0,0,0,0,0,1,0,1,,,5,4,1,1,,,1,62,5,4,10,3,1,2,0,1,3,8,3,1,2,3,2,32,0,0,0,0,1,1,1,,,.2667,0,,,0,26000,4,4,1,1,,0
3552,.1582,1987,2,5,4,1,1,,,,1,1,,1,,1,0,,,0,0,999,999,0,0,0,0,3,1,,2,0,0,1,,,,,,,,,,,,2013,,4,3,,,,,,,0,0,1,,,,2,2,1,2,,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,4,5,4,5,2,5,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,3,1,0,8,5,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,8,,0,0,2,2,,,,,,,,,,,,,,1,25,1,1,1,1,1,1,1,1,1,1,0,0,50000,,2,,,3,200,400,400,1,,,,,,,,,2,,0,0,0,1,0,0,0,0,0,0,0,1,,,5,3,1,2,,,,25,2,1,12,4,2,1,1,3,1,14,6,1,3,7,2,74,0,0,0,0,3,1,1,,,.1562,0,0,0,1,50000,5,5,1,0,,0
2752,.3481,1980,1,2,1,1,3,,,3,4,-1,,1,,1,1,,,999,999,999,999,0,0,0,0,4,0,,5,0,0,1,,,,,,,,,,,,2009,,4,3,,,,,,,,,0,,,,0,1,,1,,4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,4,3,2,4,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,2,0,0,8,7,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,0,0,1,4,8,,,,,,,,,,,,,,2,5,0,1,0,1,0,0,1,1,0,1,0,0,15000,,2,,,3,0,600,400,2,0,0,1,0,0,0,0,0,1,1,,1,0,0,0,0,0,0,0,0,0,,,,5,3,-1,,,,,32,2,2,9,2,5,1,1,2,1,8,1,1,4,9,1,93,0,0,0,0,2,2,1,,,.3016,0,,,0,15000,3,3,0,0,,0
3818,3.8944,1986,2,2,1,1,2,,,,1,1,,2,0,,,,,0,0,0,999,0,0,0,0,3,1,,9,0,0,0,0,0,0,0,1,0,0,0,0,0,888888,,,,,,,,,,,0,0,0,,,,0,8,,8,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,4,4,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,5,5,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,8,,0,1,2,2,,,,,,,,,,,,,,1,5,1,1,1,0,1,1,1,0,0,0,0,0,50000,,2,,,2,200,200,600,2,1,0,0,0,0,0,0,0,2,,1,0,0,1,0,0,0,0,0,0,0,1,,,,4,1,1,,,1,27,2,1,10,3,4,1,1,2,2,11,6,1,3,7,2,74,0,0,0,0,2,1,1,,,3.8467,0,0,0,0,50000,5,5,0,0,,0
756,.3358,1927,1,2,1,8,,,3,,5,1,,1,,1,0,,,999,999,999,999,0,0,0,0,3,1,68,,0,0,1,,,,,,,,,,,,1993,1,4,3,,,,,,,0,0,0,,,,1,1,,1,,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,5,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,50000,,2,,,2,1000,0,0,1,,,,,,,,,1,1,,1,0,0,0,0,0,0,0,0,0,0,,,5,4,1,1,,,1,85,7,4,11,3,1,1,1,2,1,12,1,1,4,9,1,92,0,0,0,0,2,5,0,,,.3782,0,0,0,0,50000,5,5,1,0,,0
4034,.9706,1981,1,2,1,1,1,,,,1,1,,2,1,,,,,0,1,0,0,0,1,0,0,2,0,,2,1,1,0,0,0,1,0,0,0,1,0,0,1,700,,,,,,,,,,,,,0,,,,0,2,3,1,0,3,1,1,0,1,0,1,0,,1,,,,,,,1,-1,-1,-1,,,,,,,,,,10000,,,,200,,,,,,,,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,3,2,2,3,4,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,3,0,0,7,5,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,,,,,,,,,1,1,0,0,2,2,,,,,,,,,,,,,,2,5,1,0,1,1,1,1,1,1,0,0,0,0,85000,,2,,,2,400,400,200,1,,,,,,,,,1,0,,0,0,1,0,0,0,0,0,0,0,1,2,1,,3,1,2,,,,31,2,2,9,2,1,1,1,4,1,15,1,1,3,5,2,52,0,2,0,0,2,1,1,,,1.0718,10000,,,0,85000,6,6,1,0,,1
969,.3697,1951,1,2,1,8,,,2,,8,1,,1,,0,,,,0,0,999,999,0,0,0,0,2,1,,9,0,0,8,,,,,,,,,,,,1982,2,3,3,,,,,,,0,0,0,,,,0,1,,2,,8,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,,9,8,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,2,50,0,1,0,0,0,0,0,0,0,1,1,0,60,,2,,,2,100,800,100,1,,,,,,,,,2,,1,0,0,1,0,0,0,0,0,0,0,1,,,,3,2,,2,2,,61,5,4,9,2,1,1,1,2,2,16,1,1,4,9,1,93,0,0,0,0,2,1,1,,,.5136,0,0,0,0,60,1,1,1,0,,0
3792,1.1922,1973,2,2,1,3,,,,,3,0,,3,0,,,,,0,0,0,0,0,0,0,0,0,0,,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,3,1,3,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,3,3,1,1,3,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,8,,,9,7,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,,1,0,3,3,1,1,1,0,1,1,0,,,,,,,1,0,,,,,,,,,,,,,25000,,1,35000,,2,1000,0,0,3,0,0,1,1,1,0,0,0,1,0,,0,0,0,0,1,0,1,1,0,0,,,,,4,1,1,,,1,40,3,2,9,2,1,1,1,3,1,11,6,1,2,3,1,33,0,0,1,0,2,4,1,,,1.2064,0,,,0,35000,4,4,0,1,,0
3392,.6021,1965,1,2,1,1,1,,,,1,1,,1,,1,0,,,0,0,0,0,0,0,0,0,4,1,,6,1,0,1,,,,,,,,,,,,2010,,5,3,,,,,,,0,0,0,,,,0,1,,1,,4,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,3,3,2,2,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,9,9,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,,,,,,,,,1,1,0,0,2,2,,,,,,,,,,,,,,2,6,0,1,0,0,0,0,0,0,0,0,0,0,80000,,1,89000,,2,700,200,100,1,,,,,,,,,2,,1,0,0,1,0,0,0,0,0,0,0,1,1,1,3,2,1,1,,,1,48,4,3,10,3,1,1,1,3,1,15,1,1,3,6,1,63,0,0,0,1,2,1,1,,,.5757,0,0,0,0,89000,6,6,1,0,,0
